lob,vintage,model_score,gross_loss,recovery,ltv,apr,ragu_score,amt_financed_x,month_run
nonKMX,2026 Q3,142.63031717514951,1.7786284009231357,6.8954985235501205,5.816224748571568,0.3465303931161131,157.46719924131042,46340546.96,2026 M07
POS,2024 Q1,138.90896342615724,0.3165399464602045,6.8574233916773935,0.840409987579708,-0.1205273337739674,146.8028094181006,775439437.77,2026 M07
POS,2024 Q2,139.5795024094728,0.7761436876708042,6.83173878777987,2.8252423697676985,0.05623472255387501,150.06886197724504,743908782.94,2026 M07
POS,2024 Q3,140.0226410318351,0.7570278653461794,6.567651346690576,2.370834828942035,0.0034542153479934475,149.72160928816186,608842438.78,2026 M07
POS,2024 Q4,139.0828042639245,0.5916190469003391,7.223635838817961,2.47777962488613,-0.07933967822038512,149.2964990963085,620700130.79,2026 M07
POS,2025 Q1,138.76954165445667,0.3556149995821842,7.4412571389099025,2.6793443730709314,-0.16419745236575894,149.08156071365394,973771779.38,2026 M07
POS,2025 Q2,139.49883503603354,0.9755334156211407,7.207006514399019,3.4953489315468755,-0.07184502869663864,151.1048788689039,906054770.92,2026 M07
POS,2025 Q3,139.83817719602683,0.9555958722277818,7.049191963676164,3.10429371402063,-0.06223723011492984,150.88502151583648,821549630.47,2026 M07
POS,2025 Q4,140.57894567215516,1.0961111630914366,6.767550173261563,2.9438440093460105,0.0761225801604787,151.46257359801464,701718573.1400001,2026 M07
POS,2026 Q1,141.8871425107394,0.8806877160923301,5.94713172597701,2.605358374673609,0.11065268470577921,151.43097301218813,1028885092.13,2026 M07
POS,2026 Q2,142.45269717463066,0.9752994245287028,5.840703102919723,3.320428001667567,0.27362907818576293,152.8627567819324,927475903.7,2026 M07
POS,2026 Q3,142.63031717514951,1.7786284009231357,6.8954985235501205,5.816224748571568,0.3465303931161131,157.46719924131042,46340546.96,2026 M07
